sex_ratio, sa2_name16, state_code, percentage_person_aged_15_64, persons_num, percentage_person_aged_0_14, females_num, sa2_main16, percentage_person_aged_65_plus, median_age, state_name, males_num
96.9,"Chelmer - Graceville",3,64.5,8187,23.2,4157,304031092,12.3,37.4,"Queensland",4030
96.2,"Corinda",3,64.7,5280,20.5,2691,304031093,14.8,37.7,"Queensland",2589
97.5,"Indooroopilly",3,72.7,13266,15.0,6717,304031094,12.3,30.5,"Queensland",6549
91.5,"Taringa",3,74.9,9436,11.7,4927,304031097,13.4,30.9,"Queensland",4509
null,"Mount Coot-tha",3,null,0,null,0,304041102,null,null,"Queensland",0
108.7,"Enoggera",3,73.2,9300,16.7,4457,304041098,10.1,31.9,"Queensland",4843
0.0,"Enoggera Reservoir",3,73.1,26,0.0,26,304041099,26.9,42.8,"Queensland",0
88.6,"Keperra",3,60.4,7439,20.0,3945,304041100,19.6,37.8,"Queensland",3494
96.2,"Mitchelton",3,66.9,9172,20.7,4674,304041101,12.4,35.9,"Queensland",4498
94.7,"The Gap",3,62.3,17240,21.0,8854,304041103,16.7,41.2,"Queensland",8386
100.3,"Upper Kedron - Ferny Grove",3,64.2,11175,24.5,5580,304041104,11.3,35.7,"Queensland",5595
94.9,"Whitfield - Edge Hill",3,63.7,8677,19.8,4451,306021156,16.4,42.1,"Queensland",4226
105.2,"Brisbane City",3,86.7,12267,4.5,5979,305011105,8.9,30.0,"Queensland",6288
111.1,"Fortitude Valley",3,89.0,9048,4.9,4286,305011106,6.2,32.0,"Queensland",4762
109.4,"Tully",3,61.2,11195,16.8,5347,306031161,22.1,46.2,"Queensland",5848
null,"Wooroonooran",3,66.7,3,0.0,0,306031162,33.3,64.5,"Queensland",3
97.2,"Yarrabah",3,61.8,2901,33.9,1471,306031163,4.3,22.8,"Queensland",1430
103.7,"Daintree",3,62.2,6662,18.9,3270,306041164,18.9,44.8,"Queensland",3392
102.8,"Port Douglas",3,68.9,5581,13.1,2752,306041165,18.0,43.2,"Queensland",2829
93.0,"Atherton",3,56.8,11358,19.5,5886,306051166,23.6,43.5,"Queensland",5472
96.7,"Herberton",3,59.2,5647,16.1,2871,306051167,24.7,50.9,"Queensland",2776
100.6,"Kuranda",3,62.4,4701,18.0,2343,306051168,19.6,46.9,"Queensland",2358
98.0,"Malanda - Yungaburra",3,56.3,8595,17.4,4342,306051169,26.3,50.5,"Queensland",4253
96.5,"Mareeba",3,59.8,11823,19.4,6018,306051170,20.8,39.4,"Queensland",5805
107.1,"Balonne",3,61.1,4360,22.8,2105,307011171,16.2,38.6,"Queensland",2255
101.9,"Highgate Hill",3,77.2,7067,12.5,3501,305011107,10.3,33.7,"Queensland",3566
96.7,"South Brisbane",3,83.9,9974,8.1,5070,305011110,8.1,30.9,"Queensland",4904
102.8,"Chinchilla",3,60.9,8800,24.6,4339,307011172,14.5,34.9,"Queensland",4461
96.3,"Goondiwindi",3,61.2,6616,22.7,3371,307011173,16.1,36.6,"Queensland",3245
106.1,"Inglewood - Waggamba",3,55.8,4231,22.2,2053,307011174,22.0,44.1,"Queensland",2178
101.9,"Kangaroo Point",3,80.7,9879,6.1,4892,305011108,13.2,35.0,"Queensland",4987
111.5,"Spring Hill",3,88.9,7459,5.3,3526,305011111,5.8,30.5,"Queensland",3933
116.2,"Miles - Wandoan",3,63.0,4283,21.2,1981,307011175,15.8,37.8,"Queensland",2302
98.9,"New Farm",3,74.6,14284,8.9,7183,305011109,16.4,37.2,"Queensland",7101
90.5,"Albion",3,78.1,3542,9.7,1859,305031119,12.2,33.1,"Queensland",1683
97.9,"West End",3,78.3,13012,12.6,6576,305011112,9.0,33.6,"Queensland",6436
91.7,"Balmoral",3,70.6,4738,19.9,2472,305021113,9.5,36.4,"Queensland",2266
97.1,"Roma",3,64.7,6915,22.8,3508,307011176,12.5,33.8,"Queensland",3407
113.7,"Roma Region",3,59.6,5781,21.6,2705,307011177,18.8,42.5,"Queensland",3076
112.0,"Tara",3,58.4,4085,19.9,1927,307011178,21.7,46.8,"Queensland",2158
101.7,"Crows Nest - Rosalie",3,54.6,8852,19.4,4388,307021179,26.0,48.2,"Queensland",4464
104.5,"Jondaryan",3,60.9,7580,21.8,3707,307021180,17.2,39.4,"Queensland",3873
104.5,"Millmerran",3,60.3,3296,18.5,1612,307021181,21.2,45.7,"Queensland",1684
99.6,"Pittsworth",3,57.2,5871,21.9,2942,307021182,20.9,41.6,"Queensland",2929
94.6,"Bulimba",3,70.0,7580,18.4,3896,305021114,11.7,38.4,"Queensland",3684
102.0,"Wambo",3,61.3,17275,22.4,8553,307021183,16.2,37.3,"Queensland",8722
100.9,"Clifton - Greenmount",3,58.7,5072,18.0,2525,307031184,23.3,44.5,"Queensland",2547
102.8,"Southern Downs - East",3,58.9,4241,16.6,2091,307031185,24.5,49.1,"Queensland",2150
104.3,"Southern Downs - West",3,56.8,4740,17.0,2320,307031186,26.1,50.3,"Queensland",2420
106.1,"East Brisbane",3,77.4,6498,12.0,3153,305021115,10.6,32.6,"Queensland",3345
95.8,"Ascot",3,70.0,5634,14.3,2878,305031121,15.6,40.9,"Queensland",2756
94.0,"Hawthorne",3,70.7,5458,21.0,2814,305021116,8.2,36.0,"Queensland",2644
100.3,"Emerald",3,67.2,14290,26.8,7133,308011192,6.0,31.4,"Queensland",7157
94.4,"Morningside - Seven Hills",3,74.3,14511,16.9,7466,305021117,8.7,33.4,"Queensland",7045
99.6,"Windsor",3,76.2,8353,14.2,4184,305031130,9.5,32.2,"Queensland",4169
98.8,"Norman Park",3,70.4,6981,20.7,3512,305021118,8.9,35.1,"Queensland",3469
92.6,"Alderley",3,70.7,6618,18.9,3436,305031120,10.4,33.9,"Queensland",3182
94.9,"Morayfield - East",3,66.3,9423,22.7,4834,313021368,11.0,32.0,"Queensland",4589
98.8,"Wamuran",3,65.4,4372,18.4,2199,313021369,16.1,41.3,"Queensland",2173
92.2,"Clayfield",3,70.9,11411,15.3,5938,305031122,13.8,36.5,"Queensland",5473
94.1,"Grange",3,65.8,4542,24.8,2340,305031123,9.4,37.0,"Queensland",2202
107.5,"Kilcoy",3,59.9,5641,17.9,2719,313031370,22.2,44.3,"Queensland",2922
124.3,"Woodford - D`Aguilar",3,67.0,8738,16.1,3895,313031371,16.9,40.9,"Queensland",4843
102.0,"Hamilton (Qld)",3,74.6,7421,10.8,3674,305031124,14.6,38.8,"Queensland",3747
96.7,"Hendra",3,65.8,5129,20.0,2607,305031125,14.2,39.5,"Queensland",2522
99.0,"Narangba",3,65.5,20648,26.2,10378,313041375,8.2,32.8,"Queensland",10270
103.5,"Upper Caboolture",3,67.0,3334,18.8,1638,313041376,14.2,40.1,"Queensland",1696
97.5,"Kelvin Grove - Herston",3,80.3,11799,13.1,5974,305031126,6.6,27.4,"Queensland",5825
102.5,"Newmarket",3,75.4,5469,15.0,2701,305031127,9.7,31.5,"Queensland",2768
101.2,"Newstead - Bowen Hills",3,84.2,15115,6.4,7513,305031128,9.4,34.1,"Queensland",7602
101.9,"Wilston",3,70.3,4173,19.6,2067,305031129,10.2,36.5,"Queensland",2106
101.2,"Wooloowin - Lutwyche",3,74.9,11154,15.5,5544,305031131,9.5,33.4,"Queensland",5610
101.4,"Ashgrove",3,67.6,14496,21.4,7196,305041132,11.0,36.5,"Queensland",7300
99.4,"Auchenflower",3,76.5,6141,12.4,3080,305041133,11.1,31.2,"Queensland",3061
97.5,"Kirwan - East",3,61.5,7590,20.9,3843,318021481,17.6,37.2,"Queensland",3747
90.5,"Bardon",3,65.8,10523,22.7,5525,305041134,11.5,36.9,"Queensland",4998
96.8,"Paddington - Milton",3,76.7,12393,14.0,6298,305041135,9.3,32.1,"Queensland",6095
103.6,"Red Hill (Qld)",3,77.6,6290,14.5,3089,305041136,7.9,33.1,"Queensland",3201
94.0,"Brinsmead",3,67.5,5687,21.7,2932,306011138,10.8,38.4,"Queensland",2755
97.1,"Clifton Beach - Kewarra Beach",3,65.0,11566,17.2,5868,306011139,17.8,44.6,"Queensland",5698
95.7,"Toowong",3,78.2,12331,11.2,6300,305041137,10.6,29.9,"Queensland",6031
93.0,"Bentley Park",3,65.5,8564,27.1,4437,306021144,7.4,30.7,"Queensland",4127
89.8,"Freshwater - Stratford",3,66.2,3772,19.9,1987,306011140,13.9,41.8,"Queensland",1785
95.9,"Redlynch",3,66.4,13781,24.0,7033,306011141,9.6,36.3,"Queensland",6748
99.5,"Trinity Beach - Smithfield",3,68.0,15982,20.6,8012,306011142,11.4,36.2,"Queensland",7970
95.8,"Yorkeys Knob - Machans Beach",3,66.0,6462,16.4,3300,306011143,17.6,44.8,"Queensland",3162
108.7,"Cairns City",3,77.5,12386,10.4,5934,306021145,12.1,35.2,"Queensland",6452
91.9,"Reedy Creek - Andrews",3,63.6,8900,25.0,4638,309051245,11.4,36.0,"Queensland",4262
95.3,"Earlville - Bayview Heights",3,59.3,8256,19.3,4227,306021146,21.4,42.4,"Queensland",4029
91.9,"Kanimbla - Mooroobool",3,65.1,10621,21.0,5534,306021149,13.9,37.8,"Queensland",5087
null,"Lamb Range",3,null,0,null,0,306021150,null,null,"Queensland",0
100.1,"Edmonton",3,63.9,11270,25.9,5633,306021147,10.2,32.3,"Queensland",5637
103.4,"Gordonvale - Trinity",3,63.3,9399,22.8,4621,306021148,13.9,37.4,"Queensland",4778
104.3,"Westcourt - Bungalow",3,69.3,6441,12.9,3153,306021154,17.8,39.1,"Queensland",3288
90.3,"White Rock",3,61.4,4983,24.2,2618,306021155,14.4,36.0,"Queensland",2365
103.4,"Woree",3,64.8,4911,20.2,2415,306021157,14.9,37.8,"Queensland",2496
106.5,"Babinda",3,59.4,4292,17.4,2078,306031158,23.2,48.3,"Queensland",2214
96.8,"Park Avenue",3,61.0,5059,20.2,2571,308031214,18.8,36.0,"Queensland",2488
96.9,"Parkhurst - Kawana",3,64.9,7251,22.4,3682,308031215,12.7,34.0,"Queensland",3569
101.4,"Innisfail",3,59.9,9587,20.0,4760,306031159,20.2,40.3,"Queensland",4827
105.7,"Johnstone",3,61.0,8147,18.7,3961,306031160,20.3,45.2,"Queensland",4186
95.2,"Stanthorpe",3,55.3,5359,16.9,2745,307031187,27.7,47.6,"Queensland",2614
104.0,"Stanthorpe Region",3,58.1,6076,17.5,2979,307031188,24.4,48.1,"Queensland",3097
103.8,"Biloela",3,64.8,5762,23.9,2827,308041529,11.3,34.4,"Queensland",2935
112.1,"Agnes Water - Miriam Vale",3,63.3,6248,15.3,2946,308051530,21.4,51.3,"Queensland",3302
98.5,"Boyne Island - Tannum Sands",3,65.8,10091,24.1,5083,308051531,10.0,36.9,"Queensland",5008
122.2,"Callemondah",3,30.0,20,0.0,9,308051532,70.0,77.0,"Queensland",11
92.4,"Warwick",3,57.2,15277,20.2,7941,307031189,22.6,42.1,"Queensland",7336
119.5,"Central Highlands - East",3,67.4,7673,26.3,3496,308011190,6.2,32.3,"Queensland",4177
120.3,"Central Highlands - West",3,61.4,7754,22.7,3520,308011191,15.9,40.4,"Queensland",4234
98.2,"Berserker",3,63.8,6753,19.9,3407,308031205,16.3,35.6,"Queensland",3346
97.9,"Bouldercombe",3,61.8,1799,20.6,909,308031206,17.6,45.7,"Queensland",890
104.9,"Emu Park",3,56.8,5895,19.4,2877,308031207,23.8,45.5,"Queensland",3018
97.5,"Frenchville - Mount Archer",3,63.1,9047,20.6,4580,308031208,16.3,36.0,"Queensland",4467
130.2,"Glenlee - Rockyview",3,70.6,5197,18.1,2258,308031209,11.3,39.1,"Queensland",2939
94.3,"Gracemere",3,63.3,12758,26.4,6566,308031210,10.2,30.8,"Queensland",6192
96.6,"Lakes Creek",3,65.4,4918,21.8,2502,308031211,12.9,34.2,"Queensland",2416
108.8,"Mount Morgan",3,57.7,2931,15.6,1404,308031212,26.7,51.0,"Queensland",1527
91.3,"Nairne",4,66.2,5330,22.3,2786,401021009,11.6,36.0,"South Australia",2544
104.7,"Uraidla - Summertown",4,63.3,5640,18.4,2755,401021010,18.3,42.9,"South Australia",2885
94.2,"Norman Gardens",3,66.1,10859,20.8,5591,308031213,13.2,35.5,"Queensland",5268
93.6,"Rockhampton - West",3,63.9,5957,18.3,3077,308031216,17.8,38.9,"Queensland",2880
111.7,"Rockhampton City",3,65.0,3179,17.2,1502,308031217,17.8,41.8,"Queensland",1677
112.5,"Rockhampton Region - East",3,57.9,3345,20.2,1574,308031218,21.9,46.5,"Queensland",1771
104.3,"Rockhampton Region - North",3,63.6,4358,17.0,2133,308031219,19.4,46.1,"Queensland",2225
107.9,"Rockhampton Region - West",3,64.8,2898,17.6,1394,308031220,17.6,43.3,"Queensland",1504
0.0,"Shoalwater Bay",3,31.3,16,0.0,16,308031221,68.8,68.0,"Queensland",0
90.8,"The Range - Allenstown",3,65.3,8103,18.5,4246,308031222,16.2,36.0,"Queensland",3857
97.6,"Yeppoon",3,61.8,19267,18.8,9751,308031223,19.4,42.3,"Queensland",9516
107.6,"Banana",3,61.1,8330,21.2,4013,308041528,17.8,41.4,"Queensland",4317
100.3,"Clinton - New Auckland",3,66.1,14420,26.3,7198,308051533,7.7,31.1,"Queensland",7222
106.1,"Gladstone",3,68.6,6126,17.9,2972,308051534,13.5,39.0,"Queensland",3154
110.0,"Gladstone Hinterland",3,62.2,11533,25.3,5493,308051535,12.5,37.7,"Queensland",6040
101.3,"Kin Kora - Sun Valley",3,67.1,3607,23.1,1792,308051536,9.8,35.0,"Queensland",1815
null,"South Trees",3,null,0,null,0,308051537,null,null,"Queensland",0
101.8,"Telina - Toolooa",3,67.3,6611,25.5,3276,308051538,7.3,31.4,"Queensland",3335
95.1,"West Beach",4,63.1,5218,14.5,2674,404031109,22.4,44.3,"South Australia",2544
104.6,"West Gladstone",3,66.6,4756,18.1,2325,308051539,15.3,39.1,"Queensland",2431
97.8,"Broadbeach Waters",3,64.1,8272,15.6,4181,309011224,20.4,43.5,"Queensland",4091
100.7,"Barossa - Angaston",4,61.2,6421,18.9,3200,405011110,19.9,44.8,"South Australia",3221
103.3,"Light",4,64.0,9453,20.0,4650,405011111,15.9,40.5,"South Australia",4803
103.6,"Lyndoch",4,64.4,6416,19.7,3151,405011112,15.9,41.8,"South Australia",3265
105.8,"Mallala",4,63.1,3289,17.6,1598,405011113,19.3,45.0,"South Australia",1691
92.2,"Burleigh Heads",3,65.7,9311,12.5,4845,309011225,21.8,42.6,"Queensland",4466
90.9,"Nuriootpa",4,58.9,7131,18.1,3736,405011114,23.0,42.7,"South Australia",3395
88.2,"Burleigh Waters",3,59.3,14858,19.8,7893,309011226,20.9,41.7,"Queensland",6965
94.1,"Mermaid Beach - Broadbeach",3,72.5,13241,9.5,6820,309011227,18.0,38.4,"Queensland",6421
97.4,"Worongary - Tallai",3,63.4,8468,18.8,4290,309061250,17.8,43.3,"Queensland",4178
92.4,"Mermaid Waters",3,63.0,12867,17.0,6687,309011228,20.0,41.0,"Queensland",6180
98.1,"Coolangatta",3,64.6,6532,9.5,3298,309021230,25.9,48.3,"Queensland",3234
98.1,"Port Pirie Region",4,58.2,3407,20.0,1720,405031123,21.8,44.6,"South Australia",1687
93.6,"Miami",3,71.1,7478,13.5,3862,309011229,15.4,37.9,"Queensland",3616
89.5,"Merrimac",3,65.3,7484,19.0,3949,309081260,15.7,36.5,"Queensland",3535
94.8,"Currumbin - Tugun",3,64.8,12486,16.9,6411,309021231,18.3,41.4,"Queensland",6075
95.4,"Currumbin Waters",3,61.4,9751,19.4,4991,309021232,19.3,42.2,"Queensland",4760
93.4,"Elanora",3,60.1,13015,19.6,6729,309021233,20.2,42.2,"Queensland",6286
89.1,"Biggera Waters",3,68.8,10254,13.3,5422,309031236,17.9,39.0,"Queensland",4832
94.3,"Palm Beach",3,65.1,15931,16.8,8201,309021234,18.1,40.0,"Queensland",7730
93.2,"Arundel",3,64.0,11001,17.6,5695,309031235,18.4,40.1,"Queensland",5306
85.8,"Coombabah",3,54.0,10653,15.8,5734,309031237,30.2,48.5,"Queensland",4919
100.8,"Molendinar",3,70.8,6776,17.3,3375,309091264,11.9,36.4,"Queensland",3401
90.1,"Labrador",3,66.5,19757,13.9,10391,309031238,19.7,41.1,"Queensland",9366
93.7,"Runaway Bay",3,55.5,9529,12.5,4920,309031240,32.0,52.6,"Queensland",4609
96.7,"Paradise Point - Hollywell",3,58.2,10040,13.5,5104,309031239,28.3,51.3,"Queensland",4936
95.4,"Guanaba - Springbrook",3,66.5,4458,17.5,2282,309041241,15.9,45.0,"Queensland",2176
96.1,"Tamborine - Canungra",3,61.9,15599,18.1,7956,309041242,20.0,46.1,"Queensland",7643
98.9,"Currumbin Valley - Tallebudgera",3,61.8,7681,21.0,3861,309051243,17.1,42.4,"Queensland",3820
95.6,"Mudgeeraba - Bonogin",3,63.5,19601,22.7,10022,309051244,13.8,38.8,"Queensland",9579
92.5,"Carrara",3,63.0,13360,17.3,6942,309061246,19.7,41.8,"Queensland",6418
99.3,"Highland Park",3,63.2,8597,19.3,4313,309061247,17.5,40.1,"Queensland",4284
95.0,"Nerang - Mount Nathan",3,63.2,21684,19.2,11122,309061248,17.6,39.6,"Queensland",10562
94.3,"Kadina",4,60.4,5598,17.8,2881,405041124,21.8,42.8,"South Australia",2717
98.1,"Pacific Pines - Gaven",3,67.8,19646,23.7,9915,309061249,8.5,33.9,"Queensland",9731
101.6,"Parkwood",3,71.2,9057,16.4,4493,309091265,12.4,35.3,"Queensland",4564
94.5,"Coomera",3,67.6,18040,27.4,9275,309071251,4.9,28.6,"Queensland",8765
97.1,"Helensvale",3,64.1,18238,18.4,9253,309071252,17.5,41.6,"Queensland",8985
92.7,"Hope Island",3,61.7,13347,14.3,6927,309071253,24.0,47.5,"Queensland",6420
110.7,"Jacobs Well - Alberton",3,65.4,4079,16.8,1936,309071254,17.8,44.5,"Queensland",2143
98.7,"Ormeau - Yatala",3,64.4,23022,26.3,11588,309071255,9.4,32.7,"Queensland",11434
95.2,"Oxenford - Maudsland",3,66.8,17482,22.2,8957,309071256,11.0,35.4,"Queensland",8525
92.3,"Pimpama",3,65.5,19425,29.4,10104,309071257,5.0,27.1,"Queensland",9321
99.3,"Upper Coomera - Willow Vale",3,66.2,36121,25.8,18124,309071258,8.0,32.2,"Queensland",17997
92.6,"Clear Island Waters",3,58.7,4268,14.5,2216,309081259,26.9,48.0,"Queensland",2052
101.4,"Moonta",4,50.7,5148,14.9,2556,405041125,34.4,55.5,"South Australia",2592
92.5,"Robina",3,65.6,25943,16.5,13476,309081261,17.9,38.3,"Queensland",12467
100.5,"Bundall",3,63.7,4783,17.6,2386,309101268,18.6,41.7,"Queensland",2397
108.9,"Yorke Peninsula - South",4,53.5,4028,11.5,1928,405041128,35.0,57.5,"South Australia",2100
98.6,"Ceduna",4,61.7,2586,21.1,1302,406011129,17.2,37.3,"South Australia",1284
102.1,"Eyre Peninsula",4,58.8,6762,18.0,3346,406011130,23.2,47.6,"South Australia",3416
108.9,"Kimba - Cleve - Franklin Harbour",4,57.3,4308,19.5,2062,406011131,23.1,45.2,"South Australia",2246
104.1,"Le Hunte - Elliston",4,60.2,2286,21.6,1120,406011132,18.2,44.3,"South Australia",1166
86.8,"Varsity Lakes",3,69.3,16759,19.2,8971,309081262,11.5,34.2,"Queensland",7788
89.5,"Ashmore",3,61.7,12411,17.6,6551,309091263,20.6,42.2,"Queensland",5860
99.6,"Port Lincoln",4,61.3,16418,20.0,8227,406011133,18.7,40.0,"South Australia",8191
110.8,"West Coast (SA)",4,61.1,3727,21.2,1768,406011134,17.8,43.0,"South Australia",1959
93.1,"Southport - North",3,73.8,16344,10.3,8465,309091540,15.9,33.8,"Queensland",7879
96.0,"Inala - Richlands",3,63.4,19934,24.4,10172,310011274,12.2,31.8,"Queensland",9762
105.2,"Kingston - Robe",4,56.9,3821,15.1,1862,407021151,28.0,50.9,"South Australia",1959
96.5,"Southport - South",3,67.5,18682,12.9,9506,309091541,19.7,39.2,"Queensland",9176
90.9,"Benowa",3,61.9,9660,19.2,5060,309101267,18.9,42.1,"Queensland",4600
105.3,"Lockyer Valley - East",3,62.5,21490,19.8,10466,310021280,17.7,40.0,"Queensland",11024
102.3,"Lowood",3,61.0,15230,22.7,7529,310021281,16.2,38.9,"Queensland",7701
109.3,"Rosewood",3,65.1,13079,18.9,6248,310021282,16.0,40.1,"Queensland",6831
98.1,"Main Beach",3,63.2,4192,7.3,2116,309101269,29.5,53.0,"Queensland",2076
101.1,"Surfers Paradise",3,73.3,27034,7.9,13445,309101270,18.8,37.7,"Queensland",13589
103.4,"Ipswich - North",3,69.0,5051,20.7,2483,310031288,10.3,36.5,"Queensland",2568
100.1,"Darra - Sumner",3,68.3,5169,21.5,2583,310011271,10.2,33.2,"Queensland",2586
93.8,"Durack",3,64.5,8612,18.8,4444,310011272,16.6,36.8,"Queensland",4168
101.1,"Karana Downs",3,65.8,6361,22.0,3163,310031290,12.2,40.5,"Queensland",3198
92.2,"Leichhardt - One Mile",3,63.9,8675,24.9,4513,310031291,11.3,31.5,"Queensland",4162
96.2,"Springfield Lakes",3,68.0,21551,27.7,10986,310041304,4.3,29.9,"Queensland",10565
98.3,"Beaudesert",3,59.9,14903,20.3,7516,311011305,19.8,42.1,"Queensland",7387
94.7,"Forest Lake - Doolandella",3,67.8,30593,21.9,15711,310011273,10.2,34.4,"Queensland",14882
300.0,"Carole Park",3,0.0,4,0.0,1,310041298,100.0,43.5,"Queensland",3
95.5,"Collingwood Park - Redbank",3,64.5,9601,26.1,4912,310041299,9.4,31.7,"Queensland",4689
101.8,"Goodna",3,63.1,11442,25.9,5670,310041300,11.0,31.2,"Queensland",5772
92.9,"Oxley (Qld)",3,65.8,8621,21.4,4468,310011275,12.8,34.9,"Queensland",4153
250.2,"Wacol",3,82.2,6118,11.6,1747,310011276,6.1,34.2,"Queensland",4371
102.5,"Boonah",3,59.1,12621,17.8,6234,310021277,23.1,45.7,"Queensland",6387
97.7,"Esk",3,55.9,5352,14.6,2707,310021278,29.4,53.5,"Queensland",2645
null,"Lake Manchester - England Creek",3,66.7,3,0.0,0,310021279,33.3,64.5,"Queensland",3
91.5,"Brassall",3,64.2,12331,22.9,6439,310031283,13.0,32.3,"Queensland",5892
107.9,"Bundamba",3,66.2,9655,19.3,4643,310031284,14.5,35.8,"Queensland",5012
97.8,"Churchill - Yamanto",3,64.8,7245,23.8,3663,310031285,11.4,32.4,"Queensland",3582
103.2,"Ipswich - Central",3,67.4,6955,18.5,3422,310031286,14.1,38.4,"Queensland",3533
96.8,"Ipswich - East",3,63.8,18904,19.6,9604,310031287,16.6,37.9,"Queensland",9300
102.8,"Karalee - Barellan Point",3,66.5,6144,22.3,3030,310031289,11.3,38.1,"Queensland",3114
99.6,"North Ipswich - Tivoli",3,62.0,6565,19.8,3289,310031292,18.2,39.0,"Queensland",3276
93.4,"Edens Landing - Holmview",3,65.7,8794,24.9,4547,311021308,9.4,31.2,"Queensland",4247
95.1,"Raceview",3,62.9,15917,23.2,8160,310031293,14.0,34.7,"Queensland",7757
97.5,"Ripley",3,68.6,8112,26.4,4108,310031294,5.1,29.5,"Queensland",4004
99.1,"Riverview",3,58.2,3034,23.8,1524,310031295,18.0,35.4,"Queensland",1510
98.6,"Bellbird Park - Brookwater",3,67.4,17704,26.6,8913,310041296,5.9,30.9,"Queensland",8791
106.2,"Camira - Gailes",3,67.2,9651,19.7,4680,310041297,13.1,36.5,"Queensland",4971
null,"New Chum",3,null,0,null,0,310041301,null,null,"Queensland",0
89.1,"Unley - Parkside",4,63.6,21022,15.8,11119,401071024,20.6,41.6,"South Australia",9903
99.2,"Redbank Plains",3,64.9,23218,29.2,11653,310041302,6.0,27.7,"Queensland",11565
95.8,"Springfield",3,67.8,7448,26.5,3804,310041303,5.7,30.8,"Queensland",3644
93.6,"Mount Warren Park",3,62.0,5927,20.8,3061,311021309,17.2,38.7,"Queensland",2866
100.9,"Beenleigh",3,64.8,8596,19.7,4279,311021306,15.5,37.7,"Queensland",4317
93.2,"Eagleby",3,57.3,14513,22.2,7512,311021307,20.5,36.6,"Queensland",7001
101.9,"Gawler - North",4,64.8,9534,21.2,4721,402011025,14.0,38.5,"South Australia",4813
94.1,"Gawler - South",4,62.7,21078,17.7,10861,402011026,19.7,40.5,"South Australia",10217
110.5,"Lewiston - Two Wells",4,68.5,5848,18.9,2778,402011027,12.6,41.2,"South Australia",3070
98.8,"Wolffdene - Bahrs Scrub",3,67.1,7063,21.4,3552,311021310,11.5,34.8,"Queensland",3511
null,"Buffalo Creek",7,null,0,null,0,701021014,null,null,"Northern Territory",0
90.5,"Boronia Heights - Park Ridge",3,61.5,14056,21.5,7380,311031311,17.0,35.9,"Queensland",6676
99.3,"Browns Plains",3,65.9,7852,24.7,3939,311031312,9.4,32.4,"Queensland",3913
99.6,"Chambers Flat - Logan Reserve",3,67.6,6410,21.4,3212,311031313,11.0,32.4,"Queensland",3198
100.5,"Crestmead",3,64.4,12917,28.5,6444,311031314,7.1,28.7,"Queensland",6473
null,"Greenbank Military Camp",3,null,0,null,0,311031315,null,null,"Queensland",0
101.2,"Hillcrest",3,68.1,8720,20.9,4334,311031316,11.0,34.8,"Queensland",4386
97.2,"Marsden",3,63.1,16198,29.1,8212,311031317,7.8,28.0,"Queensland",7986
105.7,"Munruben - Park Ridge South",3,68.5,4831,18.4,2348,311031318,13.1,40.8,"Queensland",2483
90.8,"Waterford West",3,60.7,7672,23.1,4020,311051328,16.2,34.9,"Queensland",3652
98.9,"Regents Park - Heritage Park",3,67.8,16772,23.1,8431,311031319,9.1,33.9,"Queensland",8341
101.1,"Greenbank",3,67.7,14665,22.7,7291,311041320,9.7,36.6,"Queensland",7374
99.0,"Jimboomba",3,65.9,33625,26.0,16897,311041321,8.2,30.9,"Queensland",16728
90.1,"Bethania - Waterford",3,60.4,12173,21.4,6402,311051323,18.2,34.3,"Queensland",5771
103.9,"Logan Village",3,65.8,8367,20.0,4103,311041322,14.2,38.9,"Queensland",4264
103.0,"Higgins",8,64.6,3090,18.8,1522,801011014,16.6,37.9,"Australian Capital Territory",1568
99.3,"Cornubia - Carbrook",3,66.3,9172,18.9,4601,311051324,14.8,40.0,"Queensland",4571
99.2,"Loganholme - Tanah Merah",3,65.1,11645,23.1,5846,311051325,11.8,35.0,"Queensland",5799
101.8,"Shailer Park",3,67.6,12537,19.8,6212,311051327,12.6,38.1,"Queensland",6325
101.0,"Loganlea",3,66.3,11569,22.8,5755,311051326,10.9,32.3,"Queensland",5814
98.7,"Kingston (Qld.)",3,62.3,10674,25.4,5371,311061330,12.4,31.4,"Queensland",5303
106.4,"Logan Central",3,62.1,6357,24.2,3080,311061331,13.8,32.6,"Queensland",3277
97.8,"Rochedale South - Priestdale",3,63.6,16375,21.6,8279,311061332,14.8,36.3,"Queensland",8096
101.0,"Kalgoorlie - North",5,67.3,8926,25.5,4441,511031280,7.3,33.2,"Western Australia",4485
101.6,"Slacks Creek",3,64.3,10657,22.4,5285,311061333,13.3,34.4,"Queensland",5372
96.3,"Springwood",3,64.3,9699,19.2,4942,311061334,16.4,37.5,"Queensland",4757
104.7,"Bowen",3,63.1,9365,18.0,4575,312011337,18.9,40.2,"Queensland",4790
133.4,"Broadsound - Nebo",3,71.0,8042,21.4,3445,312011338,7.7,35.6,"Queensland",4597
104.1,"Clermont",3,61.5,3698,25.4,1812,312011339,13.1,34.4,"Queensland",1886
115.4,"Collinsville",3,59.8,3250,19.1,1509,312011340,21.2,45.8,"Queensland",1741
92.8,"Kirwan - West",3,68.3,15609,21.4,8098,318021482,10.4,34.9,"Queensland",7511
113.4,"Moranbah",3,67.7,9146,29.0,4286,312011341,3.3,31.4,"Queensland",4860
104.9,"Magnetic Island",3,58.5,2402,12.5,1172,318021483,29.1,56.3,"Queensland",1230
