sex_ratio, sa2_name16, state_code, percentage_person_aged_15_64, persons_num, percentage_person_aged_0_14, females_num, sa2_main16, percentage_person_aged_65_plus, median_age, state_name, males_num
108.0,"Rockdale - Banksia",1,73.9,22319,13.3,10731,119041381,12.8,33.4,"New South Wales",11588
91.0,"Sans Souci - Ramsgate",1,62.1,17330,16.4,9071,119041382,21.5,44.1,"New South Wales",8259
93.3,"Concord - Mortlake - Cabarita",1,64.9,24033,16.7,12436,120011383,18.4,41.6,"New South Wales",11597
98.2,"Concord West - North Strathfield",1,76.7,27284,14.5,13766,120011384,8.8,31.5,"New South Wales",13518
91.4,"Drummoyne - Rodd Point",1,64.6,19704,17.1,10296,120011385,18.3,41.2,"New South Wales",9408
92.9,"Five Dock - Abbotsford",1,65.1,22227,17.6,11521,120011386,17.4,40.6,"New South Wales",10706
92.7,"Balmain",1,67.0,17334,17.3,8995,120021387,15.8,41.5,"New South Wales",8339
200.0,"Scrivener",8,0.0,3,0.0,1,801081133,100.0,67.5,"Australian Capital Territory",2
93.4,"Leichhardt - Annandale",1,69.3,28874,18.5,14930,120021388,12.1,37.1,"New South Wales",13944
97.0,"Brunswick",2,80.0,29993,10.2,15222,206011105,9.8,33.1,"Victoria",14771
93.4,"Lilyfield - Rozelle",1,69.8,15302,18.3,7911,120021389,11.9,39.0,"New South Wales",7391
101.2,"Ashfield",1,74.8,26710,11.8,13277,120031390,13.4,33.8,"New South Wales",13433
90.2,"Brunswick East",2,80.4,13765,10.7,7236,206011106,8.9,32.9,"Victoria",6529
96.2,"Burwood - Croydon",1,75.6,27839,11.1,14190,120031391,13.2,31.6,"New South Wales",13649
98.1,"Pascoe Vale South",2,67.4,11081,19.3,5593,206011109,13.3,37.9,"Victoria",5488
97.0,"Canterbury (North) - Ashbury",1,69.4,11847,16.4,6013,120031392,14.1,37.8,"New South Wales",5834
90.2,"Macgregor (Qld)",3,73.0,6454,11.8,3393,303031061,15.1,31.2,"Queensland",3061
92.7,"Croydon Park - Enfield",1,66.9,18295,16.4,9496,120031393,16.6,38.6,"New South Wales",8799
106.4,"Docklands",2,85.9,15701,7.9,7608,206041118,6.2,31.2,"Victoria",8093
97.9,"Haberfield - Summer Hill",1,69.3,14510,15.8,7331,120031395,14.8,38.4,"New South Wales",7179
91.5,"East Melbourne",2,75.4,5918,6.5,3090,206041119,18.1,38.2,"Victoria",2828
112.3,"Homebush",1,77.5,19613,15.5,9239,120031396,7.0,31.0,"New South Wales",10374
104.0,"Chester Hill - Sefton",1,65.2,20588,21.5,10094,125031479,13.2,33.8,"New South Wales",10494
103.9,"Fairfield - East",1,64.9,16671,21.2,8177,125031480,13.9,34.4,"New South Wales",8494
104.9,"Strathfield",1,74.6,28080,11.8,13705,120031575,13.6,32.0,"New South Wales",14375
114.6,"Granville - Clyde",1,70.8,23009,18.9,10723,125031481,10.3,32.1,"New South Wales",12286
97.4,"Greystanes - Pemulwuy",1,62.3,28399,22.1,14386,125031482,15.6,36.9,"New South Wales",14013
102.7,"Guildford - South Granville",1,64.6,23698,24.3,11689,125031483,11.1,31.0,"New South Wales",12009
95.1,"Strathfield South",1,69.8,3943,17.1,2021,120031576,13.1,36.0,"New South Wales",1922
100.7,"Guildford West - Merrylands West",1,66.4,22728,21.8,11322,125031484,11.8,32.6,"New South Wales",11406
92.6,"Chatswood (East) - Artarmon",1,69.7,31778,17.8,16500,121011398,12.5,35.0,"New South Wales",15278
94.1,"Pennant Hills - Cheltenham",1,63.0,22020,19.5,11343,126011496,17.5,40.7,"New South Wales",10677
96.3,"Eastwood - Denistone",1,68.6,27450,16.1,13984,126021497,15.4,36.4,"New South Wales",13466
97.0,"Gladesville - Huntleys Point",1,65.7,15791,17.6,8014,126021498,16.7,39.9,"New South Wales",7777
102.6,"Hunters Hill - Woolwich",1,61.3,10999,18.9,5429,126021499,19.8,41.0,"New South Wales",5570
94.0,"Macquarie Park - Marsfield",1,74.8,24552,12.7,12654,126021500,12.6,31.6,"New South Wales",11898
98.4,"North Ryde - East Ryde",1,65.5,14153,18.2,7132,126021501,16.3,39.0,"New South Wales",7021
98.0,"West Ryde - Meadowbank",1,71.8,21785,16.0,11001,126021503,12.1,35.0,"New South Wales",10784
97.8,"Chatswood (West) - Lane Cove North",1,69.8,23234,17.7,11746,121011399,12.5,35.7,"New South Wales",11488
97.6,"Lane Cove - Greenwich",1,65.5,29537,19.0,14950,121011400,15.6,38.1,"New South Wales",14587
97.0,"St Leonards - Naremburn",1,73.7,11973,15.8,6077,121011401,10.5,35.9,"New South Wales",5896
94.4,"Willoughby - Castle Cove - Northbridge",1,61.9,27181,21.8,13985,121011402,16.3,41.1,"New South Wales",13196
98.1,"Asquith - Mount Colah",1,65.3,20036,20.9,10116,121021403,13.8,38.8,"New South Wales",9920
100.8,"Berowra - Brooklyn - Cowan",1,64.2,12085,21.5,6018,121021404,14.4,40.5,"New South Wales",6067
99.4,"Hornsby - East",1,71.5,13004,18.1,6520,121021577,10.4,35.1,"New South Wales",6484
96.3,"St Johns Park - Wakeley",1,64.1,11185,17.1,5698,127021520,18.9,39.4,"New South Wales",5487
96.3,"Hornsby - West",1,64.3,11422,19.7,5819,121021578,16.0,39.7,"New South Wales",5603
300.0,"Wetherill Park Industrial",1,72.2,36,0.0,9,127021521,27.8,52.0,"New South Wales",27
96.8,"North Sydney - Lavender Bay",1,75.3,12564,10.2,6383,121041417,14.5,36.8,"New South Wales",6181
93.3,"Balgowlah - Clontarf - Seaforth",1,62.6,21597,22.5,11171,122011418,14.9,40.9,"New South Wales",10426
96.7,"Manly - Fairlight",1,70.4,24445,14.4,12427,122011419,15.2,37.1,"New South Wales",12018
97.0,"Avalon - Palm Beach",1,59.6,13063,18.1,6630,122021420,22.3,46.8,"New South Wales",6433
97.8,"Beacon Hill - Narraweena",1,63.6,14999,19.5,7583,122031424,17.0,40.5,"New South Wales",7416
94.1,"Cromer",1,60.3,8020,20.5,4132,122031425,19.2,41.8,"New South Wales",3888
96.9,"Dee Why - North Curl Curl",1,71.2,27732,16.5,14081,122031426,12.3,36.7,"New South Wales",13651
92.9,"Forestville - Killarney Heights",1,59.5,13527,22.5,7013,122031427,18.0,41.8,"New South Wales",6514
97.9,"Frenchs Forest - Belrose",1,59.6,26443,21.3,13363,122031428,19.1,42.3,"New South Wales",13080
99.9,"Freshwater - Brookvale",1,70.3,23446,18.3,11726,122031429,11.4,36.8,"New South Wales",11720
98.2,"Manly Vale - Allambie Heights",1,62.7,18271,22.8,9220,122031430,14.5,38.8,"New South Wales",9051
96.9,"Narrabeen - Collaroy",1,65.0,26563,17.3,13492,122031431,17.7,39.8,"New South Wales",13071
101.1,"Terrey Hills - Duffys Forest",1,62.9,3889,19.5,1934,122031432,17.5,42.7,"New South Wales",1955
92.3,"Camden - Ellis Lane",1,60.2,13435,21.0,6988,123011433,18.8,39.5,"New South Wales",6447
96.9,"Elderslie - Harrington Park",1,66.5,24999,23.9,12696,123011434,9.6,33.9,"New South Wales",12303
97.6,"Mount Annan - Currans Hill",1,68.0,33286,24.6,16844,123011435,7.5,31.9,"New South Wales",16442
94.8,"Bradbury - Wedderburn",1,63.6,20033,23.2,10284,123021436,13.2,33.3,"New South Wales",9749
99.3,"Campbelltown - Woodbine",1,65.7,20889,19.4,10482,123021437,14.9,34.5,"New South Wales",10407
97.5,"Claymore - Eagle Vale - Raby",1,67.0,21046,22.8,10658,123021438,10.2,33.7,"New South Wales",10388
null,"Holsworthy Military Area",1,null,0,null,0,123021439,null,null,"New South Wales",0
96.9,"Alfredton",2,64.0,14069,24.0,7147,201011001,12.0,34.2,"Victoria",6922
99.9,"Ingleburn - Denham Court",1,66.5,24589,22.6,12303,123021440,10.9,34.1,"New South Wales",12286
99.1,"Leumeah - Minto Heights",1,63.9,17095,19.6,8586,123021441,16.5,36.8,"New South Wales",8509
95.2,"Macquarie Fields - Glenfield",1,66.2,25082,22.0,12852,123021442,11.8,34.9,"New South Wales",12230
100.4,"Minto - St Andrews",1,67.2,22261,22.7,11108,123021443,10.1,33.7,"New South Wales",11153
97.9,"Rosemeadow - Glen Alpine",1,66.0,21438,21.2,10835,123021444,12.9,35.0,"New South Wales",10603
102.0,"Bargo",1,62.4,6022,21.4,2981,123031445,16.2,39.5,"New South Wales",3041
104.4,"Douglas Park - Appin",1,63.4,11192,24.2,5476,123031446,12.4,34.9,"New South Wales",5716
98.7,"Picton - Tahmoor - Buxton",1,63.7,18129,21.1,9125,123031447,15.2,36.7,"New South Wales",9004
100.5,"The Oaks - Oakdale",1,64.7,9786,21.0,4882,123031448,14.3,37.8,"New South Wales",4904
95.1,"Blackheath - Megalong Valley",1,56.9,5825,15.9,2986,124011449,27.2,50.7,"New South Wales",2839
96.8,"Blaxland - Warrimoo - Lapstone",1,61.9,19521,20.1,9917,124011450,18.1,41.1,"New South Wales",9604
62.5,"Blue Mountains - North",1,61.5,13,15.4,8,124011451,23.1,48.5,"New South Wales",5
92.7,"Wentworth Falls",1,55.5,6259,17.4,3248,124011455,27.1,48.9,"New South Wales",3011
null,"Blue Mountains - South",1,50.0,4,0.0,0,124021456,50.0,60.5,"New South Wales",4
98.7,"Cambridge Park",1,65.0,16075,20.9,8089,124031457,14.1,35.3,"New South Wales",7986
96.7,"Castlereagh - Cranebrook",1,67.7,28706,24.5,14595,124031458,7.9,31.6,"New South Wales",14111
96.7,"Glenmore Park - Regentville",1,68.5,21819,22.8,11090,124031460,8.7,33.7,"New South Wales",10729
96.7,"Penrith",1,67.4,15108,17.0,7681,124031464,15.6,35.3,"New South Wales",7427
104.6,"Warragamba - Silverdale",1,66.5,5632,22.6,2753,124031465,10.9,35.3,"New South Wales",2879
93.7,"Richmond - Clarendon",1,64.2,14522,17.4,7498,124041466,18.5,37.4,"New South Wales",7024
96.3,"Windsor - Bligh Park",1,67.9,15507,20.4,7898,124041467,11.7,34.3,"New South Wales",7609
120.2,"Yarramundi - Londonderry",1,70.2,7739,17.4,3514,124041468,12.4,37.4,"New South Wales",4225
99.8,"Erskine Park",1,72.1,6591,19.3,3299,124051469,8.6,35.1,"New South Wales",3292
85.7,"Flemington Racecourse",2,86.8,91,13.2,49,206041120,0.0,37.5,"Victoria",42
101.1,"Colyton - Oxley Park",1,65.3,12456,22.1,6194,124051580,12.6,33.6,"New South Wales",6262
101.9,"St Marys - North St Marys",1,65.9,17295,21.6,8566,124051581,12.4,33.7,"New South Wales",8729
110.2,"Homebush Bay - Silverwater",1,78.1,24687,15.8,11745,125011473,6.1,34.0,"New South Wales",12942
128.6,"Auburn - Central",1,71.8,19566,18.9,8559,125011582,9.2,30.2,"New South Wales",11007
143.4,"Auburn - North",1,76.3,13090,16.7,5377,125011583,7.0,30.5,"New South Wales",7713
108.7,"Auburn - South",1,67.8,9342,21.8,4477,125011584,10.4,31.3,"New South Wales",4865
111.1,"Lidcombe",1,75.8,23055,13.8,10923,125011586,10.4,33.2,"New South Wales",12132
107.5,"Regents Park",1,67.4,5367,18.9,2586,125011587,13.8,35.9,"New South Wales",2781
97.5,"Carlingford",1,63.6,31190,19.7,15794,125021476,16.6,38.2,"New South Wales",15396
101.8,"Ermington - Rydalmere",1,67.2,23857,19.8,11823,125021477,13.0,36.6,"New South Wales",12034
98.6,"Oatlands - Dundas Valley",1,67.3,19536,18.6,9839,125021478,14.1,37.3,"New South Wales",9697
105.8,"Merrylands - Holroyd",1,67.7,31809,20.7,15454,125031485,11.5,33.2,"New South Wales",16355
null,"Smithfield Industrial",1,90.9,11,0.0,0,125031486,9.1,35.5,"New South Wales",11
100.0,"Yennora Industrial",1,57.1,14,21.4,7,125031487,21.4,47.8,"New South Wales",7
104.8,"North Parramatta",1,72.5,24920,17.2,12169,125041489,10.3,34.3,"New South Wales",12751
94.1,"North Rocks",1,60.9,8398,21.0,4326,125041490,18.1,39.9,"New South Wales",4072
97.5,"Northmead",1,66.6,22509,22.2,11395,125041491,11.3,34.3,"New South Wales",11114
114.3,"Parramatta - Rosehill",1,76.1,34364,17.0,16032,125041492,6.9,32.0,"New South Wales",18332
98.4,"Toongabbie - Constitution Hill",1,64.2,23309,18.8,11748,125041493,17.0,37.2,"New South Wales",11561
97.6,"Winston Hills",1,60.4,11327,22.5,5733,125041494,17.1,38.8,"New South Wales",5594
106.7,"Pendle Hill - Girraween",1,64.4,14063,23.4,6803,125041588,12.2,35.7,"New South Wales",7260
106.5,"Wentworthville - Westmead",1,68.7,18174,21.5,8799,125041589,9.8,34.1,"New South Wales",9375
100.2,"Epping - North Epping",1,68.7,31715,17.8,15844,126011495,13.5,35.5,"New South Wales",15871
91.0,"Putney",1,67.0,4247,17.7,2224,126021590,15.3,41.3,"New South Wales",2023
97.0,"Ryde",1,69.5,32197,17.0,16341,126021591,13.5,35.2,"New South Wales",15856
97.0,"Ashcroft - Busby - Miller",1,63.6,18403,23.9,9340,127011504,12.5,32.7,"New South Wales",9063
107.4,"Austral - Greendale",1,63.8,9130,18.6,4403,127011505,17.7,38.5,"New South Wales",4727
96.4,"Cobbitty - Leppington",1,66.5,32151,26.4,16366,127011506,7.2,30.7,"New South Wales",15785
59.0,"Badgerys Creek",1,59.7,62,16.1,39,127011592,24.2,36.5,"New South Wales",23
101.0,"Cecil Hills",1,71.4,7294,18.7,3628,127011593,9.9,35.7,"New South Wales",3666
99.5,"Green Valley",1,69.0,13166,20.5,6598,127011594,10.5,34.6,"New South Wales",6568
99.3,"Hinchinbrook",1,68.5,13716,22.6,6881,127011595,8.9,33.2,"New South Wales",6835
96.6,"Hoxton Park - Carnes Hill - Horningsea Park",1,68.4,13303,24.8,6766,127011596,6.8,32.3,"New South Wales",6537
98.8,"West Hoxton - Middleton Grange",1,68.0,17449,25.8,8775,127011597,6.3,31.7,"New South Wales",8674
96.9,"Bonnyrigg Heights - Bonnyrigg",1,68.3,16915,19.0,8589,127021509,12.6,36.0,"New South Wales",8326
99.6,"Bossley Park - Abbotsbury",1,66.5,19801,17.5,9922,127021510,16.0,38.8,"New South Wales",9879
100.1,"Cabramatta - Lansvale",1,69.3,25896,16.6,12942,127021511,14.2,37.1,"New South Wales",12954
91.2,"Ballarat",2,63.2,12225,16.4,6393,201011002,20.3,42.7,"Victoria",5832
98.6,"Cabramatta West - Mount Pritchard",1,66.6,18499,20.2,9316,127021512,13.2,35.0,"New South Wales",9183
99.6,"Canley Vale - Canley Heights",1,68.2,22163,18.8,11106,127021513,13.0,35.6,"New South Wales",11057
96.2,"Edensor Park",1,69.7,10337,17.6,5268,127021514,12.7,36.3,"New South Wales",5069
99.5,"Fairfield",1,67.7,19298,18.0,9674,127021515,14.3,36.1,"New South Wales",9624
96.6,"Fairfield - West",1,66.1,20775,19.5,10568,127021516,14.4,35.0,"New South Wales",10207
101.4,"Greenfield Park - Prairiewood",1,65.7,8838,17.9,4389,127021517,16.5,38.4,"New South Wales",4449
107.2,"Horsley Park - Kemps Creek",1,64.3,4723,17.1,2279,127021518,18.7,40.8,"New South Wales",2444
98.6,"Smithfield - Wetherill Park",1,63.2,19213,19.5,9673,127021519,17.3,37.4,"New South Wales",9540
88.3,"South Yarra - West",2,74.7,7010,7.9,3722,206041125,17.4,35.8,"Victoria",3288
94.6,"Casula",1,66.1,16973,21.4,8724,127031522,12.5,34.5,"New South Wales",8249
99.4,"Chipping Norton - Moorebank",1,63.7,21053,22.4,10560,127031523,13.9,36.1,"New South Wales",10493
102.2,"Holsworthy - Wattle Grove",1,68.8,21907,22.1,10835,127031524,9.1,33.7,"New South Wales",11072
99.6,"Liverpool",1,66.4,31597,21.3,15830,127031598,12.4,33.7,"New South Wales",15767
101.1,"Lurnea - Cartwright",1,62.3,12581,24.5,6257,127031599,13.1,33.0,"New South Wales",6324
97.6,"Prestons - Edmondson Park",1,68.2,21619,25.2,10942,127031600,6.6,32.0,"New South Wales",10677
104.2,"Warwick Farm",1,69.5,6718,18.0,3290,127031601,12.4,34.4,"New South Wales",3428
96.6,"Gymea - Grays Point",1,63.5,18361,19.8,9341,128011529,16.7,40.6,"New South Wales",9020
95.2,"Miranda - Yowie Bay",1,62.8,19427,18.5,9952,128011530,18.7,39.8,"New South Wales",9475
95.4,"Sylvania - Taren Point",1,59.4,17190,17.2,8796,128011531,23.4,43.8,"New South Wales",8394
94.7,"Caringbah",1,65.1,12881,18.9,6616,128011602,16.0,37.5,"New South Wales",6265
98.0,"Caringbah South",1,60.6,12872,20.3,6502,128011603,19.1,41.2,"New South Wales",6370
100.5,"Cronulla - Kurnell - Bundeena",1,68.2,25609,14.2,12773,128011604,17.7,40.1,"New South Wales",12836
97.6,"Lilli Pilli - Port Hacking - Dolans Bay",1,64.6,3270,18.1,1655,128011605,17.3,42.7,"New South Wales",1615
98.3,"Woolaware - Burraneer",1,64.6,8391,18.9,4231,128011606,16.5,41.2,"New South Wales",4160
93.3,"Heathcote - Waterfall",1,60.9,6729,20.2,3482,128021533,18.9,40.5,"New South Wales",3247
96.7,"Illawong - Alfords Point",1,66.8,10599,17.1,5389,128021534,16.1,42.1,"New South Wales",5210
99.0,"Menai - Lucas Heights - Woronora",1,67.0,21719,19.0,10912,128021535,13.9,38.9,"New South Wales",10807
96.8,"Oyster Bay - Como - Jannali",1,61.4,22201,22.4,11281,128021536,16.2,39.9,"New South Wales",10920
75.0,"Royal National Park",1,85.7,28,14.3,16,128021537,0.0,35.0,"New South Wales",12
94.1,"Sutherland - Kirrawee",1,66.1,22384,18.0,11530,128021538,15.9,37.3,"New South Wales",10854
99.4,"Engadine",1,60.3,17499,22.8,8775,128021607,16.9,38.6,"New South Wales",8724
97.0,"Bentleigh East (South)",2,63.0,14422,20.4,7322,208021427,16.7,39.8,"Victoria",7100
95.9,"Loftus - Yarrawarrah",1,61.1,7453,21.4,3805,128021608,17.5,39.6,"New South Wales",3648
100.8,"Woronora Heights",1,71.1,3569,16.9,1777,128021609,12.0,42.3,"New South Wales",1792
92.3,"Ballarat - North",2,63.5,24457,18.7,12716,201011003,17.8,38.8,"Victoria",11741
95.6,"Bentleigh - McKinnon",2,66.8,25048,18.2,12806,208021174,15.0,38.9,"Victoria",12242
90.5,"Ballarat - South",2,64.9,25594,17.9,13433,201011004,17.3,35.8,"Victoria",12161
105.7,"Buninyong",2,63.7,7712,20.6,3749,201011005,15.7,38.6,"Victoria",3963
94.5,"Delacombe",2,64.7,8494,21.9,4366,201011006,13.4,33.2,"Victoria",4128
98.6,"Aspendale Gardens - Waterways",2,68.5,9496,18.5,4782,208031183,13.0,39.8,"Victoria",4714
107.2,"Smythes Creek",2,65.1,4080,21.3,1969,201011007,13.5,41.4,"Victoria",2111
94.8,"Maryborough (Vic.)",2,54.1,8066,16.0,4140,201031016,30.0,49.6,"Victoria",3926
106.9,"Maryborough Region",2,57.9,5355,15.1,2588,201031017,27.0,51.7,"Victoria",2767
98.8,"Murrumbeena",2,71.1,10100,16.3,5080,208021181,12.6,36.0,"Victoria",5020
96.6,"Bendigo",2,65.5,14779,16.7,7518,202011018,17.8,37.8,"Victoria",7261
81.8,"Braeside",2,95.0,60,5.0,33,208031184,0.0,16.8,"Victoria",27
93.8,"California Gully - Eaglehawk",2,62.7,12978,19.5,6697,202011019,17.7,36.8,"Victoria",6281
102.7,"Southbank",2,87.4,26324,5.1,12984,206041126,7.4,31.6,"Victoria",13340
92.2,"East Bendigo - Kennington",2,60.2,13828,16.5,7196,202011020,23.3,42.8,"Victoria",6632
98.8,"Chelsea Heights",2,63.8,5621,19.5,2828,208031187,16.7,39.1,"Victoria",2793
100.6,"Castlemaine",2,59.1,11196,15.3,5580,202021027,25.6,48.0,"Victoria",5616
101.3,"Castlemaine Region",2,59.4,8797,14.6,4370,202021028,26.1,51.9,"Victoria",4427
103.7,"Heathcote",2,56.9,4690,14.5,2302,202021029,28.6,53.7,"Victoria",2388
100.5,"Kyneton",2,60.5,10226,18.1,5101,202021030,21.4,44.6,"Victoria",5125
94.7,"Woodend",2,61.0,7512,21.4,3859,202021031,17.6,43.4,"Victoria",3653
100.7,"Bendigo Region - North",2,61.4,4580,19.4,2282,202031032,19.2,44.2,"Victoria",2298
106.9,"Loddon",2,56.4,7035,15.4,3400,202031033,28.2,52.4,"Victoria",3635
102.2,"Bannockburn",2,63.6,7347,25.0,3634,203011034,11.4,34.5,"Victoria",3713
103.3,"Golden Plains - South",2,63.8,7433,21.2,3657,203011035,15.0,41.1,"Victoria",3776
104.6,"Winchelsea",2,62.5,5952,18.8,2909,203011036,18.8,44.5,"Victoria",3043
92.5,"Belmont",2,63.6,14765,17.3,7672,203021037,19.1,37.2,"Victoria",7093
99.5,"Corio - Norlane",2,65.7,27571,18.1,13820,203021038,16.2,36.3,"Victoria",13751
94.9,"Geelong",2,68.9,13587,13.9,6973,203021039,17.3,39.1,"Victoria",6614
91.8,"Geelong West - Hamlyn Heights",2,66.9,20870,17.4,10883,203021040,15.7,36.9,"Victoria",9987
94.4,"Carnegie",2,72.6,20562,14.5,10579,208021176,12.8,33.6,"Victoria",9983
96.1,"Grovedale",2,65.6,29379,19.1,14985,203021041,15.3,34.0,"Victoria",14394
98.6,"Highton",2,65.1,23798,18.4,11985,203021042,16.6,37.4,"Victoria",11813
109.0,"Lara",2,66.7,20579,19.8,9845,203021043,13.5,36.8,"Victoria",10734
94.4,"Leopold",2,61.6,13836,18.8,7119,203021044,19.6,39.1,"Victoria",6717
91.2,"Newcomb - Moolap",2,61.8,15119,15.6,7909,203021045,22.7,44.0,"Victoria",7210
94.2,"Newtown (Vic.)",2,64.0,10833,19.1,5578,203021046,17.0,39.8,"Victoria",5255
93.3,"North Geelong - Bell Park",2,61.4,15743,17.0,8144,203021047,21.6,40.7,"Victoria",7599
95.9,"Coburg",2,71.4,29202,15.5,14905,206011108,13.1,35.8,"Victoria",14297
93.5,"Clifton Springs",2,58.3,15399,18.3,7958,203031048,23.4,44.5,"Victoria",7441
100.3,"Lorne - Anglesea",2,57.2,5444,14.3,2718,203031049,28.5,52.1,"Victoria",2726
95.9,"Ocean Grove - Barwon Heads",2,60.2,28053,22.4,14317,203031050,17.4,39.3,"Victoria",13736
97.0,"Portarlington",2,51.3,8158,12.1,4142,203031051,36.6,58.4,"Victoria",4016
91.5,"Point Lonsdale - Queenscliff",2,48.2,4496,12.5,2348,203031052,39.3,58.8,"Victoria",2148
98.3,"Torquay",2,61.9,21766,22.9,10975,203031053,15.2,39.2,"Victoria",10791
104.1,"Alexandra",2,56.5,6650,13.6,3258,204011054,29.9,53.2,"Victoria",3392
99.4,"Euroa",2,54.5,6506,14.3,3263,204011055,31.2,54.2,"Victoria",3243
104.0,"Beechworth",2,59.7,4854,16.2,2379,204031068,24.1,48.8,"Victoria",2475
97.8,"Bright - Mount Beauty",2,59.4,8526,16.5,4311,204031069,24.1,47.4,"Victoria",4215
96.1,"Chiltern - Indigo Valley",2,63.1,3163,17.4,1613,204031070,19.5,46.0,"Victoria",1550
99.6,"Myrtleford",2,60.6,4753,15.8,2381,204031071,23.6,48.8,"Victoria",2372
109.0,"Towong",2,56.8,6014,16.2,2877,204031072,27.1,51.3,"Victoria",3137
94.3,"West Wodonga",2,64.8,15441,20.4,7946,204031073,14.8,36.6,"Victoria",7495
97.6,"Wodonga",2,63.3,26642,21.2,13480,204031074,15.6,35.5,"Victoria",13162
95.6,"Yackandandah",2,60.5,4684,19.8,2395,204031075,19.7,46.4,"Victoria",2289
92.8,"Brunswick West",2,75.5,15543,12.6,8063,206011107,11.9,34.2,"Victoria",7480
90.2,"Alphington - Fairfield",2,72.3,10008,15.4,5261,206021110,12.3,36.1,"Victoria",4747
96.9,"Ormond - Glen Huntly",2,72.9,14727,15.6,7480,208021182,11.4,33.7,"Victoria",7247
88.3,"Northcote",2,72.1,27913,15.3,14821,206021111,12.6,36.4,"Victoria",13092
200.0,"West Melbourne",2,100.0,3,0.0,1,206041127,0.0,60.5,"Victoria",2
92.0,"Thornbury",2,72.5,20381,15.0,10616,206021112,12.5,36.0,"Victoria",9765
91.9,"Port Melbourne",2,70.8,18049,13.8,9404,206051130,15.5,40.5,"Victoria",8645
96.7,"Ascot Vale",2,70.9,16508,17.7,8393,206031113,11.4,35.7,"Victoria",8115
93.4,"Essendon - Aberfeldie",2,70.8,30927,15.4,15989,206031114,13.8,37.1,"Victoria",14938
96.3,"Flemington",2,76.6,11345,13.8,5778,206031115,9.6,32.3,"Victoria",5567
95.4,"Moonee Ponds",2,70.2,16051,15.3,8213,206031116,14.5,37.4,"Victoria",7838
88.4,"Carlton",2,90.4,24692,4.3,13107,206041117,5.4,24.7,"Victoria",11585
94.8,"Kensington (Vic.)",2,76.6,12173,13.9,6249,206041121,9.5,34.0,"Victoria",5924
97.7,"Melbourne",2,93.6,51894,3.0,26255,206041122,3.4,26.6,"Victoria",25639
88.2,"Armadale",2,69.1,10501,13.7,5581,206061135,17.2,36.7,"Victoria",4920
100.6,"North Melbourne",2,84.9,26459,8.8,13189,206041123,6.3,28.8,"Victoria",13270
90.1,"Parkville",2,82.5,8756,6.3,4606,206041124,11.1,26.5,"Victoria",4150
95.7,"Albert Park",2,68.7,17806,14.3,9098,206051128,17.1,39.5,"Victoria",8708
89.0,"Elwood",2,77.5,16754,13.2,8863,206051129,9.4,36.1,"Victoria",7891
121.2,"Port Melbourne Industrial",2,80.4,438,9.4,198,206051131,10.3,33.7,"Victoria",240
96.0,"South Melbourne",2,75.0,13509,10.9,6891,206051132,14.0,36.8,"Victoria",6618
103.3,"St Kilda",2,82.2,30447,7.6,14976,206051133,10.2,34.9,"Victoria",15471
99.0,"St Kilda East",2,78.3,18583,12.6,9337,206051134,9.1,33.4,"Victoria",9246
90.5,"South Yarra - East",2,82.5,25051,7.0,13151,206061137,10.5,32.2,"Victoria",11900
89.4,"Toorak",2,63.7,14271,10.6,7535,206061138,25.7,44.6,"Victoria",6736
103.9,"Abbotsford",2,83.8,10088,7.8,4947,206071139,8.4,32.3,"Victoria",5141
91.9,"Carlton North - Princes Hill",2,74.5,9207,11.0,4797,206071140,14.5,33.5,"Victoria",4410
88.8,"Fitzroy North",2,73.9,13929,12.4,7376,206071143,13.7,35.7,"Victoria",6553
98.1,"Richmond (Vic.)",2,79.9,35852,9.8,18096,206071144,10.3,33.6,"Victoria",17756
101.0,"Yarra - North",2,72.2,10290,15.4,5119,206071145,12.4,36.6,"Victoria",5171
100.0,"Ashburton (Vic.)",2,65.0,8298,21.6,4148,207011146,13.4,38.6,"Victoria",4150
88.6,"Balwyn",2,63.8,17144,16.1,9092,207011147,20.1,41.9,"Victoria",8052
89.8,"Camberwell",2,64.4,23164,17.5,12205,207011149,18.1,39.4,"Victoria",10959
95.8,"Balwyn North",2,65.5,21823,17.6,11147,207011148,16.9,40.8,"Victoria",10676
92.2,"Kew",2,67.4,27190,15.5,14149,207011153,17.1,38.4,"Victoria",13041
96.9,"Glen Iris - East",2,65.3,17713,19.5,8997,207011150,15.2,39.6,"Victoria",8716
96.5,"Hawthorn",2,75.9,26161,12.2,13313,207011151,11.9,32.3,"Victoria",12848
92.9,"Hawthorn East",2,71.6,17244,15.2,8938,207011152,13.2,33.6,"Victoria",8306
100.4,"Kew East",2,65.2,6977,19.2,3481,207011154,15.5,38.8,"Victoria",3496
92.0,"Surrey Hills (West) - Canterbury",2,64.3,17458,17.3,9091,207011155,18.4,42.1,"Victoria",8367
97.8,"Bulleen",2,61.8,11832,15.0,5982,207021156,23.2,44.1,"Victoria",5850
94.4,"Doncaster",2,65.3,24465,13.9,12587,207021157,20.8,39.2,"Victoria",11878
95.3,"Templestowe",2,61.9,17765,16.3,9097,207021159,21.9,44.1,"Victoria",8668
92.7,"Templestowe Lower",2,59.6,14484,16.8,7518,207021160,23.6,44.1,"Victoria",6966
97.1,"Doncaster East (North)",2,63.2,15749,17.3,7992,207021424,19.5,41.8,"Victoria",7757
